Rank_,PK,Name,Platform,Year_,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
175,175-Final Fantasy X-2-PS2-2003,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29
176,176-Donkey Kong 64-N64-1999,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27
177,177-Assassin's Creed II-X360-2009,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27
178,178-Professor Layton and the Curious Village-DS-2007,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
179,179-Tomb Raider II-PS-1997,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24
180,180-Madden NFL 2004-PS2-N/A,Madden NFL 2004,PS2,,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23
181,181-Dragon Quest VIII: Journey of the Cursed King-PS2-2004,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
182,182-Diablo III-PC-2012,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0,0.62,5.2
183,183-Super Mario Bros. 3-GBA-2003,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2
184,184-New Super Mario Bros. U-WiiU-2012,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19
185,185-Super Mario Land 3: Wario Land-GB-1994,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19
186,186-FIFA Soccer 13-X360-2012,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
187,187-The Legend of Zelda: Phantom Hourglass-DS-2007,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
188,188-Donkey Kong Country 2: Diddy's Kong Quest-SNES-1995,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15
189,189-Tomodachi Life-3DS-2013,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
190,190-Mario & Sonic at the Olympic Games-DS-2008,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14
601,601-Madden NFL 08-PS2-2007,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
602,602-Sonic Adventure 2 Battle-GC-2001,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56
603,603-Dragon Warrior II-NES-1987,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56
604,604-Madden NFL 13-PS3-2012,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0,0.22,2.56
605,605-Pok̩mon Colosseum-GC-2003,Pok̩mon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
606,606-Deca Sports-Wii-2008,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
607,607-Madden NFL 09-X360-2008,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.54
608,608-Space Invaders-2600-N/A,Space Invaders,2600,,Shooter,Atari,2.36,0.14,0,0.03,2.53
609,609-Crazy Taxi-PS2-2001,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
610,610-Perfect Dark-N64-2000,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
611,611-Game Party-Wii-2007,Game Party,Wii,2007,Misc,Midway Games,1.5,0.78,0,0.24,2.52
612,612-Dragon Warrior-NES-1986,Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52
613,613-Tomb Raider (2013)-PS3-2013,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.31,0.08,0.52,2.51
614,614-Marvel: Ultimate Alliance-X360-2006,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
615,615-PES 2009: Pro Evolution Soccer-PS2-2008,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
616,616-Mario Party 2-N64-1999,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
617,617-Saints Row: The Third-PS3-2011,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49
618,618-Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City-XB-2003,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
619,619-LEGO Harry Potter: Years 1-4-Wii-2010,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0,0.23,2.49
620,620-Mortal Kombat: Deadly Alliance-PS2-2002,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49
621,621-Resistance 2-PS3-2008,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
622,622-Pure-X360-2008,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0,0.25,2.48
623,623-Tomb Raider: The Last Revelation-PS-1998,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
624,624-NBA 2K13-PS3-2012,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
625,625-Rock Band-X360-N/A,Rock Band,X360,,Misc,Electronic Arts,1.93,0.34,0,0.21,2.48
626,626-NBA 2K14-X360-2013,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17,2.47
627,627-Mario Party 4-GC-2002,Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
628,628-uDraw Studio-Wii-2010,uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0,0.2,2.46
629,629-Midnight Club: Los Angeles-PS3-2008,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
630,630-Final Fantasy V-SNES-1992,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45
631,631-Final Fantasy Tactics-PS-1997,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
632,632-Twisted Metal 2-PS-1996,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
633,633-Halo: Combat Evolved Anniversary-X360-2011,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
634,634-Need for Speed Carbon: Own the City-PSP-2006,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
635,635-The Sims: Bustin' Out-PS2-2003,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43
636,636-Riven: The Sequel to Myst-PC-1997,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
637,637-Tom Clancy's Rainbow Six: Vegas 2-X360-2008,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
638,638-Sonic Adventure-DC-1998,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
639,639-Ice Hockey-NES-1988,Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
640,640-pro evolution soccer 2011-PS3-2010,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42
641,641-Dragon Ball Z: Budokai 2-PS2-2003,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41
642,642-ATV Offroad Fury-PS2-2001,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41
643,643-Dino Crisis-PS-1998,Dino Crisis,PS,1998,Action,Capcom,0.81,0.76,0.7,0.14,2.41
644,644-Minecraft-XOne-2014,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0,0.22,2.41
645,645-Need for Speed: ProStreet-PS2-2007,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
646,646-Madden NFL 16-XOne-2015,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0,0.26,2.4
647,647-Tetris Plus-PS-1996,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4
648,648-Pro Wrestling-NES-1987,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
649,649-Theme Hospital-PC-1997,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4
650,650-Frogger's Adventures: Temple of the Frog-GBA-N/A,Frogger's Adventures: Temple of the Frog,GBA,,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
651,651-Need for Speed (2015)-PS4-2015,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,0.36,2.39
652,652-Zumba Fitness-X360-2010,Zumba Fitness,X360,2010,Sports,505 Games,1.74,0.48,0,0.18,2.39
653,653-LEGO Indiana Jones: The Original Adventures-Wii-N/A,LEGO Indiana Jones: The Original Adventures,Wii,,Action,LucasArts,1.54,0.63,0,0.22,2.39
655,655-Monopoly-PC-1994,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1,2.39
656,656-Batman: Arkham Origins-PS3-2013,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39
657,657-Dead Island-X360-2011,Dead Island,X360,2011,Action,Deep Silver,1.48,0.71,0,0.2,2.39
658,658-Guitar Hero-PS2-2005,Guitar Hero,PS2,2005,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38
659,659-LEGO Star Wars: The Complete Saga-PS3-2007,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0,0.39,2.38
660,660-Kinect: Disneyland Adventures-X360-2011,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38
661,661-WCW/nWo Revenge-N64-1998,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
662,662-Bloodborne-PS4-2015,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1,0.76,0.26,0.36,2.38
663,663-NBA 2K15-PS4-2014,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
664,664-Madden NFL 11-PS3-2010,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.19,2.38
665,665-Yu-Gi-Oh! The Duelists of the Roses-PS2-2001,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3,2.38
666,666-Madden NFL 08-X360-2007,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37
667,667-Half-Life 2-PC-2004,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0,2.37
668,668-The Incredibles-PS2-2004,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37
669,669-Tony Hawk's Underground 2-PS2-2004,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37
670,670-Madden NFL 10-PS3-2009,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21,2.37
671,671-Kinect Sports: Season Two-X360-2011,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36
672,672-Kirby's Dream Land 2-GB-1995,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
673,673-LEGO Harry Potter: Years 1-4-DS-2010,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0,0.23,2.35
674,674-Donkey Kong Land II-GB-1996,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
675,675-Dragon Warrior Monsters-GB-1998,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,0,0,2.34,0.01,2.35
676,676-Midnight Club: Los Angeles-X360-2008,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
677,677-Skylanders SWAP Force-Wii-2013,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0,0.2,2.34
678,678-WWE SmackDown vs Raw 2008-PS2-2007,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34
679,679-My Fitness Coach-Wii-2008,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0,0.24,2.34
680,680-Resident Evil - Code: Veronica X-PS2-2001,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34
681,681-The Sims 3-X360-2010,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0,0.2,2.33
682,682-The Legend of Zelda: Majora's Mask 3D-3DS-2015,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
683,683-NBA 2K16-XOne-2015,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24,2.32
684,684-Just Dance Kids-Wii-2010,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,2.32
685,685-Mario Tennis-N64-2000,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
686,686-Grand Theft Auto-PS-1997,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32
687,687-James Bond 007: Everything or Nothing-PS2-2004,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
208,208-Guitar Hero III: Legends of Rock-PS2-2007,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98
209,209-Fallout 3-X360-2008,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96
210,210-Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness-DS-2007,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
211,211-Uncharted: Drake's Fortune-PS3-2007,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
212,212-Madden NFL 06-PS2-2005,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
213,213-LEGO Star Wars: The Complete Saga-DS-2007,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0,0.46,4.9
214,214-Diddy Kong Racing-N64-1997,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88
215,215-Monster Hunter Freedom 3-PSP-2010,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87
216,216-Dr. Mario-NES-1990,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85
217,217-God of War III-PS3-2010,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84
218,218-StarCraft II: Wings of Liberty-PC-2010,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83
219,219-Assassin's Creed-PS3-2007,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83
220,220-FIFA 15-PS3-2014,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
221,221-Crash Team Racing-PS-1999,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79
222,222-FIFA 17-PS4-2016,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77
223,223-Batman: Arkham City-X360-2011,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76
224,224-Driver 2-PS-2000,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73
225,225-The Simpsons: Hit & Run-PS2-2003,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7
226,226-Tony Hawk's Pro Skater 2-PS-2000,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68
227,227-Animal Crossing: City Folk-Wii-2008,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
228,228-The Lord of the Rings: The Two Towers-PS2-2002,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
229,229-Forza Motorsport 4-X360-2011,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64
230,230-Tomb Raider-PS-1996,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
231,231-Guitar Hero III: Legends of Rock-Wii-2007,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,4.62
232,232-The Legend of Zelda: A Link to the Past-SNES-1991,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61
233,233-The Legend of Zelda: The Wind Waker-GC-2002,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6
234,234-Mario & Sonic at the Olympic Winter Games-Wii-2009,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58
235,235-Luigi's Mansion: Dark Moon-3DS-2013,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
236,236-Splatoon-WiiU-2015,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
237,237-The Last of Us-PS4-2014,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55
238,238-Guitar Hero III: Legends of Rock-X360-2007,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
239,239-Madden NFL 2005-PS2-2004,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53
240,240-Pitfall!-2600-1981,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5
241,241-Madden NFL 07-PS2-2006,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
242,242-Spider-Man: The Movie-PS2-2002,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48
243,243-Dragon Quest VII: Warriors of Eden-PS-2000,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47
244,244-Uncharted: The Nathan Drake Collection-PS4-2015,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
245,245-Call of Duty: Advanced Warfare-PS3-2014,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
246,246-God of War-PS2-2005,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45
247,247-Nintendo Land-WiiU-2012,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44
248,248-Michael Jackson: The Experience-Wii-2010,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
249,249-Tony Hawk's Pro Skater 3-PS2-2001,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41
250,250-Winning Eleven: Pro Evolution Soccer 2007-PS2-2006,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39
251,251-The Elder Scrolls IV: Oblivion-X360-2006,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39
252,252-Zelda II: The Adventure of Link-NES-1987,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
253,253-Need for Speed: Most Wanted-PS2-2005,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
254,254-Resistance: Fall of Man-PS3-2006,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
255,255-Sonic the Hedgehog-GEN-1991,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34
256,256-Kingdom Hearts II-PS2-2005,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33
257,257-FIFA 14-X360-2013,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258,258-Call of Duty: Advanced Warfare-X360-2014,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31
259,259-Asteroids-2600-1980,Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31
260,260-Fable II-X360-2008,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
261,261-Halo 5: Guardians-XOne-2015,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
262,262-Super Mario 3D World-WiiU-2013,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25
263,263-Batman: Arkham Asylum-PS3-2009,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25
264,264-Assassin's Creed: Revelations-PS3-2011,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
265,265-Namco Museum-GBA-2001,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24
266,266-Metal Gear Solid 3: Snake Eater-PS2-2004,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23
267,267-Daxter-PSP-2006,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
268,268-Warcraft II: Tides of Darkness-PC-1995,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
269,269-The Legend of Zelda: Ocarina of Time-3DS-2011,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,270-FIFA Soccer 06-PS2-2005,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,271-EyeToy Play-PS2-2003,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,272-Uncharted 4: A Thief's End-PS4-2016,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,273-Gran Turismo 5 Prologue-PS3-2007,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,274-Assassin's Creed: Revelations-X360-2011,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,275-Street Fighter IV-PS3-2009,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,276-FIFA 12-X360-2011,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,277-Teenage Mutant Ninja Turtles-NES-1989,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,278-Excitebike-NES-1984,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,279-Frogger-PS-1997,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
280,280-Madden NFL 2003-PS2-2002,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,281-Watch Dogs-PS4-2014,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,282-Half-Life-PC-1997,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12
283,283-Super Mario World 2: Yoshi's Island-SNES-1995,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,284-FIFA Soccer 07-PS2-2006,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,285-The Legend of Zelda: Skyward Sword-Wii-2011,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,286-Street Fighter II Turbo-SNES-1992,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,287-Carnival Games-Wii-2007,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,288-Fallout 4-XOne-2015,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,289-World of Warcraft: The Burning Crusade-PC-2007,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09
290,290-Fallout: New Vegas-X360-2010,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,291-God of War II-PS2-2007,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,292-Forza Motorsport 2-X360-2007,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,293-World Soccer Winning Eleven 9-PS2-2005,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,294-Namco Museum Vol.3-PS-1996,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,295-Tekken Tag Tournament-PS2-2000,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,296-Far Cry 4-PS4-2014,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,297-Star Fox 64-N64-1997,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
